GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2013-2015, 113th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,Margins of error: Area Name,Margins of error: Total
"G3600230","2008-2012",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",49453,"Cortland County, New York",0
"G3600250","2008-2012",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",47851,"Delaware County, New York",0
"G3600270","2008-2012",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",297291,"Dutchess County, New York",0
"G3600290","2008-2012",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",919542,"Erie County, New York",0
"G3600310","2008-2012",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",39309,"Essex County, New York",0
"G3600330","2008-2012",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",51698,"Franklin County, New York",0
"G3600350","2008-2012",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",55358,"Fulton County, New York",0
"G3600370","2008-2012",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",59992,"Genesee County, New York",0
"G3600390","2008-2012",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",49122,"Greene County, New York",0
"G3600410","2008-2012",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",4835,"Hamilton County, New York",0
"G3600430","2008-2012",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",64475,"Herkimer County, New York",0
"G3600450","2008-2012",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",117011,"Jefferson County, New York",0
"G3600470","2008-2012",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",2512740,"Kings County, New York",0
"G3600490","2008-2012",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",27062,"Lewis County, New York",0
"G3600510","2008-2012",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",65215,"Livingston County, New York",0
"G3600530","2008-2012",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",72977,"Madison County, New York",0
"G3600550","2008-2012",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",744746,"Monroe County, New York",0
"G3600570","2008-2012",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",50025,"Montgomery County, New York",0
"G3600590","2008-2012",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",1338712,"Nassau County, New York",0
"G3600610","2008-2012",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",1596735,"New York County, New York",0
"G3600630","2008-2012",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",215869,"Niagara County, New York",0
"G3600650","2008-2012",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",234336,"Oneida County, New York",0
"G3600670","2008-2012",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onondaga County, New York",466179,"Onondaga County, New York",0
"G3600690","2008-2012",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",107728,"Ontario County, New York",0
"G3600710","2008-2012",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",372951,"Orange County, New York",0
"G3600730","2008-2012",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",42995,"Orleans County, New York",0
"G3600750","2008-2012",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",122055,"Oswego County, New York",0
"G3600770","2008-2012",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",62147,"Otsego County, New York",0
"G3600790","2008-2012",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",99702,"Putnam County, New York",0
"G3600810","2008-2012",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",2235008,"Queens County, New York",0
"G3600830","2008-2012",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",159464,"Rensselaer County, New York",0
"G3600850","2008-2012",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",468374,"Richmond County, New York",0
"G3600870","2008-2012",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",312011,"Rockland County, New York",0
"G3600890","2008-2012",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",112060,"St. Lawrence County, New York",0
"G3600910","2008-2012",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",219832,"Saratoga County, New York",0
"G3600930","2008-2012",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",154466,"Schenectady County, New York",0
"G3600950","2008-2012",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",32617,"Schoharie County, New York",0
"G3600970","2008-2012",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",18472,"Schuyler County, New York",0
"G3600990","2008-2012",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",35306,"Seneca County, New York",0
"G3601010","2008-2012",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",98992,"Steuben County, New York",0
"G3601030","2008-2012",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",1492360,"Suffolk County, New York",0
"G3601050","2008-2012",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",77340,"Sullivan County, New York",0
"G3601070","2008-2012",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, New York",51067,"Tioga County, New York",0
"G3601090","2008-2012",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",101570,"Tompkins County, New York",0
"G3601110","2008-2012",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",182516,"Ulster County, New York",0
"G3601130","2008-2012",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",65700,"Warren County, New York",0
"G3601150","2008-2012",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, New York",63108,"Washington County, New York",0
"G3601170","2008-2012",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",93476,"Wayne County, New York",0
"G3601190","2008-2012",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",950227,"Westchester County, New York",0
"G3601210","2008-2012",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",42092,"Wyoming County, New York",0
"G3601230","2008-2012",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",25351,"Yates County, New York",0
"G3700010","2008-2012",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",151170,"Alamance County, North Carolina",0
"G3700030","2008-2012",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",37014,"Alexander County, North Carolina",0
"G3700050","2008-2012",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",11069,"Alleghany County, North Carolina",0
"G3700070","2008-2012",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",26699,"Anson County, North Carolina",0
"G3700090","2008-2012",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",27099,"Ashe County, North Carolina",0
"G3700110","2008-2012",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",17815,"Avery County, North Carolina",0
"G3700130","2008-2012",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",47542,"Beaufort County, North Carolina",0
"G3700150","2008-2012",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",21035,"Bertie County, North Carolina",0
"G3700170","2008-2012",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",34922,"Bladen County, North Carolina",0
"G3700190","2008-2012",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",107925,"Brunswick County, North Carolina",0
"G3700210","2008-2012",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",239000,"Buncombe County, North Carolina",0
"G3700230","2008-2012",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",90821,"Burke County, North Carolina",0
"G3700250","2008-2012",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",178396,"Cabarrus County, North Carolina",0
"G3700270","2008-2012",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",82493,"Caldwell County, North Carolina",0
"G3700290","2008-2012",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",9965,"Camden County, North Carolina",0
"G3700310","2008-2012",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",66415,"Carteret County, North Carolina",0
"G3700330","2008-2012",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",23615,"Caswell County, North Carolina",0
"G3700350","2008-2012",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",154201,"Catawba County, North Carolina",0
"G3700370","2008-2012",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",63896,"Chatham County, North Carolina",0
"G3700390","2008-2012",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",27304,"Cherokee County, North Carolina",0
"G3700410","2008-2012",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",14825,"Chowan County, North Carolina",0
"G3700430","2008-2012",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",10575,"Clay County, North Carolina",0
"G3700450","2008-2012",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",97890,"Cleveland County, North Carolina",0
"G3700470","2008-2012",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",57612,"Columbus County, North Carolina",0
"G3700490","2008-2012",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",102904,"Craven County, North Carolina",0
"G3700510","2008-2012",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",319329,"Cumberland County, North Carolina",0
"G3700530","2008-2012",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",23677,"Currituck County, North Carolina",0
"G3700550","2008-2012",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",34019,"Dare County, North Carolina",0
"G3700570","2008-2012",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",162628,"Davidson County, North Carolina",0
"G3700590","2008-2012",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",41183,"Davie County, North Carolina",0
"G3700610","2008-2012",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",58510,"Duplin County, North Carolina",0
"G3700630","2008-2012",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",269283,"Durham County, North Carolina",0
"G3700650","2008-2012",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",56253,"Edgecombe County, North Carolina",0
"G3700670","2008-2012",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",351368,"Forsyth County, North Carolina",0
"G3700690","2008-2012",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",60470,"Franklin County, North Carolina",0
"G3700710","2008-2012",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",206291,"Gaston County, North Carolina",0
"G3700730","2008-2012",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",12069,"Gates County, North Carolina",0
"G3700750","2008-2012",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",8766,"Graham County, North Carolina",0
"G3700770","2008-2012",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",59666,"Granville County, North Carolina",0
"G3700790","2008-2012",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",21386,"Greene County, North Carolina",0
"G3700810","2008-2012",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",489576,"Guilford County, North Carolina",0
"G3700830","2008-2012",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",54693,"Halifax County, North Carolina",0
"G3700850","2008-2012",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",115559,"Harnett County, North Carolina",0
"G3700870","2008-2012",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",58915,"Haywood County, North Carolina",0
"G3700890","2008-2012",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",106577,"Henderson County, North Carolina",0
"G3700910","2008-2012",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",24525,"Hertford County, North Carolina",0
"G3700930","2008-2012",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",47368,"Hoke County, North Carolina",0
"G3700950","2008-2012",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",5810,"Hyde County, North Carolina",0
"G3700970","2008-2012",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",159614,"Iredell County, North Carolina",0
"G3700990","2008-2012",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",39985,"Jackson County, North Carolina",0
"G3701010","2008-2012",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",169122,"Johnston County, North Carolina",0
"G3701030","2008-2012",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",10144,"Jones County, North Carolina",0
"G3701050","2008-2012",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",57876,"Lee County, North Carolina",0
"G3701070","2008-2012",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",59372,"Lenoir County, North Carolina",0
"G3701090","2008-2012",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",78052,"Lincoln County, North Carolina",0
"G3701110","2008-2012",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",44926,"McDowell County, North Carolina",0
"G3701130","2008-2012",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",33815,"Macon County, North Carolina",0
"G3701150","2008-2012",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",20727,"Madison County, North Carolina",0
"G3701170","2008-2012",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",24298,"Martin County, North Carolina",0
"G3701190","2008-2012",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",926873,"Mecklenburg County, North Carolina",0
"G3701210","2008-2012",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",15539,"Mitchell County, North Carolina",0
"G3701230","2008-2012",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",27741,"Montgomery County, North Carolina",0
"G3701250","2008-2012",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",88314,"Moore County, North Carolina",0
"G3701270","2008-2012",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",95545,"Nash County, North Carolina",0
"G3701290","2008-2012",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",203276,"New Hanover County, North Carolina",0
"G3701310","2008-2012",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",21959,"Northampton County, North Carolina",0
"G3701330","2008-2012",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",176461,"Onslow County, North Carolina",0
"G3701350","2008-2012",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",133958,"Orange County, North Carolina",0
"G3701370","2008-2012",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",13145,"Pamlico County, North Carolina",0
"G3701390","2008-2012",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",40551,"Pasquotank County, North Carolina",0
"G3701410","2008-2012",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",52447,"Pender County, North Carolina",0
"G3701430","2008-2012",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",13414,"Perquimans County, North Carolina",0
"G3701450","2008-2012",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",39322,"Person County, North Carolina",0
"G3701470","2008-2012",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",167951,"Pitt County, North Carolina",0
"G3701490","2008-2012",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",20386,"Polk County, North Carolina",0
"G3701510","2008-2012",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",141568,"Randolph County, North Carolina",0
"G3701530","2008-2012",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",46608,"Richmond County, North Carolina",0
"G3701550","2008-2012",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",133920,"Robeson County, North Carolina",0
"G3701570","2008-2012",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",93264,"Rockingham County, North Carolina",0
"G3701590","2008-2012",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, North Carolina",138189,"Rowan County, North Carolina",0
"G3701610","2008-2012",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",67446,"Rutherford County, North Carolina",0
"G3701630","2008-2012",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sampson County, North Carolina",63408,"Sampson County, North Carolina",0
"G3701650","2008-2012",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, North Carolina",36266,"Scotland County, North Carolina",0
"G3701670","2008-2012",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanly County, North Carolina",60489,"Stanly County, North Carolina",0
"G3701690","2008-2012",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stokes County, North Carolina",47224,"Stokes County, North Carolina",0
"G3701710","2008-2012",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",73551,"Surry County, North Carolina",0
"G3701730","2008-2012",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swain County, North Carolina",13995,"Swain County, North Carolina",0
"G3701750","2008-2012",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transylvania County, North Carolina",32825,"Transylvania County, North Carolina",0
"G3701770","2008-2012",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrrell County, North Carolina",4367,"Tyrrell County, North Carolina",0
"G3701790","2008-2012",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, North Carolina",201617,"Union County, North Carolina",0
"G3701810","2008-2012",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance County, North Carolina",45183,"Vance County, North Carolina",0
"G3701830","2008-2012",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake County, North Carolina",905573,"Wake County, North Carolina",0
"G3701850","2008-2012",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, North Carolina",20860,"Warren County, North Carolina",0
"G3701870","2008-2012",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, North Carolina",13085,"Washington County, North Carolina",0
"G3701890","2008-2012",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watauga County, North Carolina",51103,"Watauga County, North Carolina",0
"G3701910","2008-2012",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, North Carolina",122419,"Wayne County, North Carolina",0
"G3701930","2008-2012",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",69265,"Wilkes County, North Carolina",0
"G3701950","2008-2012",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",81020,"Wilson County, North Carolina",0
"G3701970","2008-2012",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yadkin County, North Carolina",38254,"Yadkin County, North Carolina",0
"G3701990","2008-2012",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yancey County, North Carolina",17814,"Yancey County, North Carolina",0
