GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2013-2015, 113th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,Margins of error: Area Name,Margins of error: Total
"G1302310","2008-2012",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Georgia",17765,"Pike County, Georgia",0
"G1302330","2008-2012",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Georgia",41350,"Polk County, Georgia",0
"G1302350","2008-2012",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Georgia",11801,"Pulaski County, Georgia",0
"G1302370","2008-2012",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Georgia",21184,"Putnam County, Georgia",0
"G1302390","2008-2012",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Georgia",2542,"Quitman County, Georgia",257
"G1302410","2008-2012",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rabun County, Georgia",16297,"Rabun County, Georgia",0
"G1302430","2008-2012",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Georgia",7596,"Randolph County, Georgia",0
"G1302450","2008-2012",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Georgia",200337,"Richmond County, Georgia",0
"G1302470","2008-2012",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockdale County, Georgia",85008,"Rockdale County, Georgia",0
"G1302490","2008-2012",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schley County, Georgia",4963,"Schley County, Georgia",0
"G1302510","2008-2012",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Screven County, Georgia",14574,"Screven County, Georgia",0
"G1302530","2008-2012",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Georgia",8815,"Seminole County, Georgia",0
"G1302550","2008-2012",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spalding County, Georgia",63979,"Spalding County, Georgia",0
"G1302570","2008-2012",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Georgia",26003,"Stephens County, Georgia",0
"G1302590","2008-2012",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Georgia",5991,"Stewart County, Georgia",0
"G1302610","2008-2012",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Georgia",32425,"Sumter County, Georgia",0
"G1302630","2008-2012",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Georgia",6772,"Talbot County, Georgia",0
"G1302650","2008-2012",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taliaferro County, Georgia",1674,"Taliaferro County, Georgia",257
"G1302670","2008-2012",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattnall County, Georgia",25023,"Tattnall County, Georgia",0
"G1302690","2008-2012",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Georgia",8700,"Taylor County, Georgia",0
"G1302710","2008-2012",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telfair County, Georgia",16312,"Telfair County, Georgia",0
"G1302730","2008-2012",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",9365,"Terrell County, Georgia",0
"G1302750","2008-2012",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",44715,"Thomas County, Georgia",0
"G1302770","2008-2012",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",40430,"Tift County, Georgia",0
"G1302790","2008-2012",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",27270,"Toombs County, Georgia",0
"G1302810","2008-2012",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",10491,"Towns County, Georgia",0
"G1302830","2008-2012",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",6851,"Treutlen County, Georgia",0
"G1302850","2008-2012",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",67146,"Troup County, Georgia",0
"G1302870","2008-2012",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",8834,"Turner County, Georgia",0
"G1302890","2008-2012",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",8984,"Twiggs County, Georgia",0
"G1302910","2008-2012",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",21344,"Union County, Georgia",0
"G1302930","2008-2012",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",27061,"Upson County, Georgia",0
"G1302950","2008-2012",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",68463,"Walker County, Georgia",0
"G1302970","2008-2012",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Georgia",83771,"Walton County, Georgia",0
"G1302990","2008-2012",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware County, Georgia",36099,"Ware County, Georgia",0
"G1303010","2008-2012",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Georgia",5788,"Warren County, Georgia",0
"G1303030","2008-2012",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Georgia",21092,"Washington County, Georgia",0
"G1303050","2008-2012",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Georgia",30157,"Wayne County, Georgia",0
"G1303070","2008-2012",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Georgia",2773,"Webster County, Georgia",0
"G1303090","2008-2012",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Georgia",7572,"Wheeler County, Georgia",0
"G1303110","2008-2012",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Georgia",27141,"White County, Georgia",0
"G1303130","2008-2012",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitfield County, Georgia",102152,"Whitfield County, Georgia",0
"G1303150","2008-2012",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Georgia",9142,"Wilcox County, Georgia",0
"G1303170","2008-2012",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, Georgia",10398,"Wilkes County, Georgia",0
"G1303190","2008-2012",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Georgia",9577,"Wilkinson County, Georgia",0
"G1303210","2008-2012",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Georgia",21746,"Worth County, Georgia",0
"G1500010","2008-2012",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",185399,"Hawaii County, Hawaii",0
"G1500030","2008-2012",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",955215,"Honolulu County, Hawaii",0
"G1500050","2008-2012",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kalawao County, Hawaii",66,"Kalawao County, Hawaii",18
"G1500070","2008-2012",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kauai County, Hawaii",67113,"Kauai County, Hawaii",0
"G1500090","2008-2012",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maui County, Hawaii",154937,"Maui County, Hawaii",18
"G1600010","2008-2012",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ada County, Idaho",394961,"Ada County, Idaho",0
"G1600030","2008-2012",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Idaho",3976,"Adams County, Idaho",0
"G1600050","2008-2012",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bannock County, Idaho",82584,"Bannock County, Idaho",0
"G1600070","2008-2012",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bear Lake County, Idaho",5977,"Bear Lake County, Idaho",0
"G1600090","2008-2012",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benewah County, Idaho",9247,"Benewah County, Idaho",0
"G1600110","2008-2012",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bingham County, Idaho",45312,"Bingham County, Idaho",0
"G1600130","2008-2012",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Idaho",21323,"Blaine County, Idaho",0
"G1600150","2008-2012",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boise County, Idaho",7014,"Boise County, Idaho",0
"G1600170","2008-2012",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonner County, Idaho",40806,"Bonner County, Idaho",0
"G1600190","2008-2012",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bonneville County, Idaho",104177,"Bonneville County, Idaho",0
"G1600210","2008-2012",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boundary County, Idaho",10857,"Boundary County, Idaho",0
"G1600230","2008-2012",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, Idaho",2828,"Butte County, Idaho",0
"G1600250","2008-2012",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camas County, Idaho",1276,"Camas County, Idaho",127
"G1600270","2008-2012",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canyon County, Idaho",189396,"Canyon County, Idaho",0
"G1600290","2008-2012",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou County, Idaho",6872,"Caribou County, Idaho",0
"G1600310","2008-2012",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassia County, Idaho",22813,"Cassia County, Idaho",0
"G1600330","2008-2012",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Idaho",780,"Clark County, Idaho",127
"G1600350","2008-2012",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Idaho",8679,"Clearwater County, Idaho",0
"G1600370","2008-2012",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Idaho",4338,"Custer County, Idaho",0
"G1600390","2008-2012",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Idaho",26655,"Elmore County, Idaho",0
"G1600410","2008-2012",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Idaho",12739,"Franklin County, Idaho",0
"G1600430","2008-2012",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Idaho",13123,"Fremont County, Idaho",0
"G1600450","2008-2012",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gem County, Idaho",16768,"Gem County, Idaho",0
"G1600470","2008-2012",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gooding County, Idaho",15327,"Gooding County, Idaho",0
"G1600490","2008-2012",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho County, Idaho",16215,"Idaho County, Idaho",0
"G1600510","2008-2012",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Idaho",25940,"Jefferson County, Idaho",0
"G1600530","2008-2012",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerome County, Idaho",22140,"Jerome County, Idaho",0
"G1600550","2008-2012",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kootenai County, Idaho",139083,"Kootenai County, Idaho",0
"G1600570","2008-2012",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latah County, Idaho",37365,"Latah County, Idaho",0
"G1600590","2008-2012",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lemhi County, Idaho",7892,"Lemhi County, Idaho",0
"G1600610","2008-2012",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Idaho",3818,"Lewis County, Idaho",0
"G1600630","2008-2012",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Idaho",5167,"Lincoln County, Idaho",0
"G1600650","2008-2012",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Idaho",37311,"Madison County, Idaho",0
"G1600670","2008-2012",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minidoka County, Idaho",19909,"Minidoka County, Idaho",0
"G1600690","2008-2012",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nez Perce County, Idaho",39226,"Nez Perce County, Idaho",0
"G1600710","2008-2012",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Idaho",4236,"Oneida County, Idaho",0
"G1600730","2008-2012",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owyhee County, Idaho",11479,"Owyhee County, Idaho",0
"G1600750","2008-2012",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payette County, Idaho",22614,"Payette County, Idaho",0
"G1600770","2008-2012",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Power County, Idaho",7717,"Power County, Idaho",0
"G1600790","2008-2012",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shoshone County, Idaho",12797,"Shoshone County, Idaho",0
"G1600810","2008-2012",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Idaho",10007,"Teton County, Idaho",0
"G1600830","2008-2012",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",77122,"Twin Falls County, Idaho",0
"G1600850","2008-2012",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Idaho",9793,"Valley County, Idaho",0
"G1600870","2008-2012",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Idaho",10144,"Washington County, Idaho",0
"G1700010","2008-2012",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Illinois",67098,"Adams County, Illinois",0
"G1700030","2008-2012",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, Illinois",8147,"Alexander County, Illinois",0
"G1700050","2008-2012",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond County, Illinois",17762,"Bond County, Illinois",0
"G1700070","2008-2012",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Illinois",54141,"Boone County, Illinois",0
"G1700090","2008-2012",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Illinois",6913,"Brown County, Illinois",0
"G1700110","2008-2012",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bureau County, Illinois",34798,"Bureau County, Illinois",0
"G1700130","2008-2012",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Illinois",5065,"Calhoun County, Illinois",0
"G1700150","2008-2012",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Illinois",15338,"Carroll County, Illinois",0
"G1700170","2008-2012",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Illinois",13570,"Cass County, Illinois",0
"G1700190","2008-2012",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Illinois",200931,"Champaign County, Illinois",0
"G1700210","2008-2012",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Illinois",34805,"Christian County, Illinois",0
"G1700230","2008-2012",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Illinois",16353,"Clark County, Illinois",0
"G1700250","2008-2012",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Illinois",13828,"Clay County, Illinois",0
"G1700270","2008-2012",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Illinois",37793,"Clinton County, Illinois",0
"G1700290","2008-2012",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coles County, Illinois",53683,"Coles County, Illinois",0
"G1700310","2008-2012",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois",5197677,"Cook County, Illinois",0
"G1700330","2008-2012",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Illinois",19777,"Crawford County, Illinois",0
"G1700350","2008-2012",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",11044,"Cumberland County, Illinois",0
"G1700370","2008-2012",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",104820,"DeKalb County, Illinois",0
"G1700390","2008-2012",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",16562,"De Witt County, Illinois",0
